cid,cname,section,activity,chours,gender,status,days,time,location,fexamday,fexamtime,fexamdate,instructor
215 عال,"البرمجة الإجرائية بلغة ""C""",37636,عملي,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0160 31 G A 080'],---,---,---,احمد جعفر الفنوش الشبلي
215 عال,"البرمجة الإجرائية بلغة ""C""",57166,عملي,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0160 31 G A 080'],---,---,---,احمد جعفر الفنوش الشبلي
215 عال,"البرمجة الإجرائية بلغة ""C""",77835,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 014'],5,01:00 م - 04:00 م,1443-11-03,احمد جعفر الفنوش الشبلي
215 عال,"البرمجة الإجرائية بلغة ""C""",77836,عملي,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,احمد جعفر الفنوش الشبلي
215 عال,"البرمجة الإجرائية بلغة ""C""",77837,عملي,,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],[' '],---,---,---,احمد جعفر الفنوش الشبلي
100 قرأ,القرآن الكريم,54480,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0140 05 1 A 016'],---,---,---,لم يحدد من الكلية
100 قرأ,القرآن الكريم,54484,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,كامل سعود مطيران العنزي
100 قرأ,القرآن الكريم,54487,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  08:00 ص - 09:50 ص'],['  0115 14 1 A 065'],---,---,---,عيسى ناصر على دريبى
100 قرأ,القرآن الكريم,55727,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0145 03 1 C 004'],---,---,---,عبدالرحمن مقبل مطر الشمرى
100 قرأ,القرآن الكريم,57193,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],['  0115 14 1 A 060'],---,---,---,لم يحدد من الكلية
100 قرأ,القرآن الكريم,60855,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],['  0101 67 G B 005'],---,---,---,لم يحدد من الكلية
100 قرأ,القرآن الكريم,68242,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  08:00 ص - 09:50 ص'],['  0130 23 1 B 027'],---,---,---,مساعد سليمان ناصر الطيار
314 هاب,هندسة أمن البرمجيات,67361,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  01:00 م - 01:50 م'],[' '],4,08:00 ص - 11:00 ص,1443-11-02,لم يحدد من الكلية
314 هاب,هندسة أمن البرمجيات,67362,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  11:00 ص - 11:50 ص'],[' '],---,---,---,لم يحدد من الكلية
314 هاب,هندسة أمن البرمجيات,67364,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 051'],4,08:00 ص - 11:00 ص,1443-11-02,محمد عبدالله الودود
314 هاب,هندسة أمن البرمجيات,67365,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 010'],---,---,---,لم يحدد من الكلية
318 هال,النظم المضمنة,67393,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 B 091'],4,01:00 م - 04:00 م,1443-11-02,عايض سعد عايض القحطانى
318 هال,النظم المضمنة,67395,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  02:00 م - 02:50 م'],['  0160 31 1 B 080'],---,---,---,عايض سعد عايض القحطانى
318 هال,النظم المضمنة,67396,عملي,,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 04:50 م'],['  0160 31 G A 061'],---,---,---,محمد زهير بديع حورانى
318 هال,النظم المضمنة,67394,عملي,,الرياض- طلاب,مفتوحة,['3'],['  05:00 م - 06:50 م'],['  0160 31 G A 061'],---,---,---,محمد زهير بديع حورانى
318 هال,النظم المضمنة,74002,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  01:00 م - 01:50 م'],['  0160 31 1 B 082'],4,01:00 م - 04:00 م,1443-11-02,خورشيد اورنجزيب
318 هال,النظم المضمنة,74007,عملي,,الرياض- طلاب,مفتوحة,['5'],['  05:00 م - 06:50 م'],['  0160 31 G A 094'],---,---,---,محمد زهير بديع حورانى
318 هال,النظم المضمنة,74003,تمارين,,الرياض- طلاب,مفتوحة,['1'],['  02:00 م - 02:50 م'],['  0160 31 1 B 092'],---,---,---,خورشيد اورنجزيب
318 هال,النظم المضمنة,74004,عملي,,الرياض- طلاب,مفتوحة,['5'],['  03:00 م - 04:50 م'],['  0160 31 G A 094'],---,---,---,محمد زهير بديع حورانى
